id,name,generation,types,height_dm,weight_hg,base_experience,hp,attack,defense,special_attack,special_defense,speed,total_stats,abilities,hidden_ability,species_color,species_shape,habitat,growth_rate,capture_rate,base_happiness,hatch_counter,is_baby,is_legendary,is_mythical,has_gender_differences,gender_rate,forms_switchable,evolution_chain_id,evolves_from,flavor_text_en,sprite_url
908,meowscarada,9,"grass,dark",15,312,265,76,110,70,81,70,123,530,overgrow,protean,green,upright,,medium-slow,45,50,20,False,False,False,False,1,False,478,floragato,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/908.png
909,fuecoco,9,fire,4,98,62,67,45,59,63,40,36,310,blaze,unaware,red,upright,,medium-slow,45,50,20,False,False,False,False,1,False,479,,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/909.png
910,crocalor,9,fire,10,307,144,81,55,78,90,58,49,411,blaze,unaware,red,upright,,medium-slow,45,50,20,False,False,False,False,1,False,479,fuecoco,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/910.png
911,skeledirge,9,"fire,ghost",16,3265,265,104,75,100,110,75,66,530,blaze,unaware,red,quadruped,,medium-slow,45,50,20,False,False,False,False,1,False,479,crocalor,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/911.png
912,quaxly,9,water,5,61,62,55,65,45,50,45,50,310,torrent,moxie,white,upright,,medium-slow,45,50,20,False,False,False,False,1,False,480,,This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/912.png
913,quaxwell,9,water,12,215,144,70,85,65,65,60,65,410,torrent,moxie,blue,upright,,medium-slow,45,50,20,False,False,False,False,1,False,480,quaxly,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/913.png
914,quaquaval,9,"water,fighting",18,619,265,85,120,80,85,75,85,530,torrent,moxie,blue,upright,,medium-slow,45,50,20,False,False,False,False,1,False,480,quaxwell,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/914.png
915,lechonk,9,normal,5,102,51,54,45,40,35,45,35,254,"aroma-veil,gluttony",thick-fat,gray,quadruped,,medium,255,50,15,False,False,False,False,4,False,481,,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/915.png
916,oinkologne-male,9,normal,10,1200,171,110,100,75,59,80,65,489,"lingering-aroma,gluttony",thick-fat,gray,quadruped,,medium,100,50,15,False,False,False,True,0,False,481,lechonk,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/916.png
917,tarountula,9,bug,3,40,42,35,41,45,29,40,20,210,insomnia,stakeout,white,armor,,slow-then-very-fast,255,50,15,False,False,False,False,4,False,482,,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/917.png
918,spidops,9,bug,10,165,141,60,79,92,52,86,35,404,insomnia,stakeout,green,armor,,slow-then-very-fast,120,50,15,False,False,False,False,4,False,482,tarountula,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/918.png
919,nymble,9,bug,2,10,42,33,46,40,21,25,45,210,swarm,tinted-lens,gray,armor,,medium,190,20,20,False,False,False,False,4,False,483,,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/919.png
920,lokix,9,"bug,dark",10,175,158,71,102,78,52,55,92,450,swarm,tinted-lens,gray,humanoid,,medium,30,0,20,False,False,False,False,4,False,483,nymble,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/920.png
921,pawmi,9,electric,3,25,48,45,50,20,40,25,60,240,"static,natural-cure",iron-fist,yellow,quadruped,,medium,190,50,15,False,False,False,False,4,False,484,,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/921.png
922,pawmo,9,"electric,fighting",4,65,123,60,75,40,50,40,85,350,"volt-absorb,natural-cure",iron-fist,yellow,upright,,medium,80,50,15,False,False,False,False,4,False,484,pawmi,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/922.png
923,pawmot,9,"electric,fighting",9,410,245,70,115,70,70,60,105,490,"volt-absorb,natural-cure",iron-fist,yellow,upright,,medium,45,50,15,False,False,False,False,4,False,484,pawmo,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/923.png
924,tandemaus,9,normal,3,18,61,50,50,45,40,45,75,305,"run-away,pickup",own-tempo,white,heads,,fast,150,50,10,False,False,False,False,-1,False,485,,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/924.png
925,maushold-family-of-four,9,normal,3,23,165,74,75,70,65,75,111,470,"friend-guard,cheek-pouch",technician,white,heads,,fast,75,50,10,False,False,False,False,-1,False,485,tandemaus,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/925.png
926,fidough,9,fairy,3,109,62,37,55,70,30,55,65,312,own-tempo,klutz,yellow,quadruped,,medium-slow,190,50,20,False,False,False,False,4,False,486,,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/926.png
927,dachsbun,9,fairy,5,149,167,57,80,115,50,80,95,477,well-baked-body,aroma-veil,brown,quadruped,,medium-slow,90,50,20,False,False,False,False,4,False,486,fidough,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/927.png
928,smoliv,9,"grass,normal",3,65,52,41,35,45,58,51,30,260,early-bird,harvest,green,legs,,medium-slow,255,50,20,False,False,False,False,4,False,487,,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/928.png
929,dolliv,9,"grass,normal",6,119,124,52,53,60,78,78,33,354,early-bird,harvest,green,humanoid,,medium-slow,120,50,20,False,False,False,False,4,False,487,smoliv,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/929.png
930,arboliva,9,"grass,normal",14,482,255,78,69,90,125,109,39,510,seed-sower,harvest,green,humanoid,,medium-slow,45,50,20,False,False,False,False,4,False,487,dolliv,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/930.png
931,squawkabilly-green-plumage,9,"normal,flying",6,24,146,82,96,51,45,51,92,417,"intimidate,hustle",guts,green,wings,,slow-then-very-fast,190,50,15,False,False,False,False,4,False,488,,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/931.png
932,nacli,9,rock,4,160,56,55,55,75,35,35,25,280,"purifying-salt,sturdy",clear-body,brown,ball,,medium-slow,255,50,20,False,False,False,False,4,False,489,,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/932.png
933,naclstack,9,rock,6,1050,124,60,60,100,35,65,35,355,"purifying-salt,sturdy",clear-body,brown,quadruped,,medium-slow,120,50,20,False,False,False,False,4,False,489,nacli,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/933.png
934,garganacl,9,rock,23,2400,250,100,100,130,45,90,35,500,"purifying-salt,sturdy",clear-body,brown,humanoid,,medium-slow,45,50,20,False,False,False,False,4,False,489,naclstack,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/934.png
935,charcadet,9,fire,6,105,51,40,50,40,50,40,35,255,flash-fire,flame-body,red,humanoid,,slow,90,50,35,False,False,False,False,4,False,490,,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/935.png
936,armarouge,9,"fire,psychic",15,850,263,85,60,100,125,80,75,525,flash-fire,weak-armor,red,humanoid,,slow,25,20,35,False,False,False,False,4,False,490,charcadet,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/936.png
937,ceruledge,9,"fire,ghost",16,620,263,75,125,80,60,100,85,525,flash-fire,weak-armor,blue,humanoid,,slow,25,20,35,False,False,False,False,4,False,490,charcadet,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/937.png
938,tadbulb,9,electric,3,4,54,61,31,41,59,35,45,272,"own-tempo,static",damp,yellow,ball,,medium,190,50,20,False,False,False,False,4,False,491,,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/938.png
939,bellibolt,9,electric,12,1130,173,109,64,91,103,83,45,495,"electromorphosis,static",damp,green,humanoid,,medium,50,50,20,False,False,False,False,4,False,491,tadbulb,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/939.png
940,wattrel,9,"electric,flying",4,36,56,40,40,35,55,40,70,280,"wind-power,volt-absorb",competitive,black,wings,,medium-slow,180,50,20,False,False,False,False,4,False,492,,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/940.png
941,kilowattrel,9,"electric,flying",14,386,172,70,70,60,105,60,125,490,"wind-power,volt-absorb",competitive,yellow,wings,,medium-slow,90,50,20,False,False,False,False,4,False,492,wattrel,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/941.png
942,maschiff,9,dark,5,160,68,60,78,60,40,51,51,340,"intimidate,run-away",stakeout,brown,quadruped,,medium-slow,150,50,20,False,False,False,False,4,False,493,,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/942.png
943,mabosstiff,9,dark,11,610,177,80,120,90,60,70,85,505,"intimidate,guard-dog",stakeout,gray,quadruped,,medium-slow,75,50,20,False,False,False,False,4,False,493,maschiff,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/943.png
